Order,Member,SKU,Created On,Description,Member's Gender,Member's Membership Level,Member's Purchase History,Order Value,Payment Method,Order Status,Total_Items,Age Group
7697219,M18732,"15668689, 7572432, 15668458",22-03-2013,"Root Vegetables, Cooking Paste, Brinjals",Male,Bronze,0,813,Cash,Pending,3,55+
7697384,M41781,"7586364, 15668457, 15668689, 93219627, 7633836, 15668381, 7633839, 15668379",22-03-2013,"Snacks, Brinjals, Root Vegetables, Home & Air Freshener, Veg & Fruit, Other Vegetables, Veg & Fruit, Other Vegetables",Male,Bronze,1,469,Cash,Pending,8,26-35
7697477,M33767,7640186,23-03-2013,Honey,Female,Gold,1,973,PayPal,Pending,1,55+
7697531,M32480,"15668685, 15668478",23-03-2013,"Beans, Banana",Female,Silver,5,542,Cash,Shipped,2,55+
7697727,M44156,"15668460, 15668416, 15668689",23-03-2013,"Gourd & Cucumber, Banana, Root Vegetables",Male,Bronze,1,160,Credit Card,Delivered,3,55+
7697762,M33422,"15668457, 92433757, 15670192",23-03-2013,"Brinjals, Ghee, Organic F&V",Female,Silver,6,655,PayPal,Delivered,3,55+
7697768,M58939,"15668454, 15669829, 15668468, 15670267",23-03-2013,"Brinjals, Raw Rice, Beans, Kidney Beans",Male,Gold,0,901,Credit Card,Delivered,4,55+
7697863,M43189,"15669885, 15669864, 15669778, 15669860, 15668689, 15669866, 15668378",23-03-2013,"Moong Dal, Other Pulses, Other Pulses, Moong Dal, Root Vegetables, Other Pulses, Other Vegetables",Male,Gold,5,282,Credit Card,Pending,7,0-18
7697970,M33422,"7572254, 15669760, 15668379, 15668460, 15669787, 15670192, 15668457, 15669881",23-03-2013,"Cooking Sauce, Whole Spices, Other Vegetables, Gourd & Cucumber, Raw Rice, Organic F&V, Brinjals, Millet flour",Male,Bronze,2,293,Cash,Delivered,8,0-18
7698163,M32039,"15669878, 7580855, 15669786, 15669814, 15668378, 15668459, 7753739, 15668381, 15669866, 15670260, 15668467",23-03-2013,"Kidney Beans, Other Oils,Flat Rice, Jaggery, Other Vegetables, Gourd & Cucumber, Health Drinks, Other Vegetables, Other Pulses, Organic F&V, Beans",Male,Silver,1,883,PayPal,Delivered,11,55+
7698268,M64379,"15668462, 15669790, 15668468, 15668478",23-03-2013,"Gourd & Cucumber, Other Rice Products, Beans, Banana",Female,Gold,4,756,Credit Card,Shipped,4,55+
7698655,M54619,15669821,24-03-2013,Whole Spices,Female,Bronze,2,77,Credit Card,Delivered,1,19-25
7698758,M31966,15669861,24-03-2013,Raw Peanuts,Female,Gold,0,288,Credit Card,Pending,1,55+
7699033,M12050,"15668471, 15669860, 15670158, 15669878, 15670253, 7572313, 15670246, 15668688, 15670252, 15668685, 15670157, 15670251, 15670159, 15670144, 15668468",23-03-2013,"Beans, Moong Dal, Organic F&V, Kidney Beans, Organic F&V, Snacks, Organic F&V, Root Vegetables, Organic F&V, Beans, Organic F&V, Organic F&V, Organic F&V, Organic F&V, Beans",Male,Bronze,6,206,Cash,Shipped,15,55+
7699142,M42513,"15668379, 7570487, 15668689, 15668520, 15669772",24-03-2013,"Other Vegetables, Shaving Blade & Razors, Root Vegetables, Bread, Other Pulses",Male,Bronze,1,795,Credit Card,Pending,5,55+
7699252,M57093,"15669860, 15669863, 15669887, 15669868, 15669865, 15669776, 15669866, 7569799, 15669880, 15668468, 15669772, 15669769, 15669803, 7580802, 15669998, 7625556, 15669798, 15669832, 15669770, 15669878",24-03-2013,"Moong Dal, Moong Dal, Maida, Other Pulses, Other Pulses, Other Pulses, Other Pulses, Snacks, Millet flour, Beans, Other Pulses, Other Pulses, Cashews, Sunflower Oils, Other Pulses, Ground Coffee, Raisins, Sugar, Other Flours, Kidney Beans",Female,Bronze,1,34,PayPal,Shipped,20,55+
7699276,M48154,"15668684, 15669971, 15669981, 15669976, 15668467",24-03-2013,"Beans, Cashews, Raisins, Almonds, Beans",Male,Gold,10,485,Cash,Delivered,5,55+
7699550,M45470,"7586311, 15669856, 15668689, 7586346, 15668519, 15668471",25-03-2013,"Chips, Sugar, Root Vegetables, Snacks, Bread, Beans",Female,Bronze,8,915,Credit Card,Shipped,6,26-35
7699812,M08075,"7586147, 15670196, 15668460, 15668473, 15668684, 15668478, 7571454, 15668687, 15668462, 15668381",25-03-2013,"Instant Pastas, Organic F&V, Gourd & Cucumber, Beans, Beans, Banana, Cream Biscuits, Root Vegetables, Gourd & Cucumber, Other Vegetables",Male,Bronze,4,221,Credit Card,Shipped,10,55+
7699828,M33491,"15668449, 15668416, 15668689, 15668480, 15668462",25-03-2013,"Exotic Vegetables, Banana, Root Vegetables, Bread, Gourd & Cucumber",Male,Bronze,2,891,Cash,Pending,5,55+
7699954,M04158,"15668378, 7637309",25-03-2013,"Other Vegetables, Mosquito Repellent",Male,Silver,6,999,Cash,Shipped,2,55+
7700044,M22037,"15668468, 7580802, 15668520, 15668471, 15668452, 15668687, 7579697, 15668462, 15668685, 15670158, 7596673, 15668379",24-03-2013,"Beans, Sunflower Oils, Bread, Beans, Brinjals, Root Vegetables, Cream Biscuits, Gourd & Cucumber, Beans, Organic F&V, Cream Biscuits, Other Vegetables",Female,Bronze,1,28,Cash,Delivered,12,55+
7700120,M34566,"7596673, 7569627, 15669782",25-03-2013,"Cream Biscuits, Salty Biscuits, Raw Rice",Female,Gold,4,317,Cash,Shipped,3,55+
7700128,M12127,"7587679, 7587656, 7587702, 7718555, 7587658, 15670196, 7587648, 15670260",25-03-2013,"Organic Flours, Organic Rice & Rice Products, Organic Flours, Other Oils, Organic Salt,Sugar & Jaggery, Organic F&V, Organic Rice & Rice Products, Organic F&V",Female,Silver,10,387,PayPal,Shipped,8,55+
7700184,M41781,"15668462, 15669880, 15669887, 7587658",25-03-2013,"Gourd & Cucumber, Millet flour, Maida, Organic Salt,Sugar & Jaggery",Male,Gold,8,517,Cash,Delivered,4,55+
7700277,M63404,"15668460, 15669761, 15668381, 15668462, 15668467, 15668475, 15669884",25-03-2013,"Gourd & Cucumber, Whole Spices, Other Vegetables, Gourd & Cucumber, Beans, Beans, Whole Spices",Female,Gold,8,809,Cash,Delivered,7,55+
7700522,M08075,"15668687, 15669773, 15668480, 15669776, 15668685, 15669860, 15668465, 15668469, 15668474, 15668470, 15670260, 15669767",13-01-2013,"Root Vegetables, Urad Dal, Bread, Other Pulses, Beans, Moong Dal, Root Vegetables, Beans, Beans, Beans, Organic F&V, Urad Dal",Female,Gold,10,515,Credit Card,Shipped,12,55+
7700539,M54100,"15668456, 7735707, 7587656, 15668379, 15668458, 15668383, 15668520, 15668689",13-01-2013,"Brinjals, Snacks, Organic Rice & Rice Products, Other Vegetables, Brinjals, Other Vegetables, Bread, Root Vegetables",Female,Silver,0,812,Cash,Delivered,8,46-55
7700624,M41700,"15669909, 15668453, 15668467, 15668465, 15668460, 7572312, 15669878, 7637309, 15669832, 15668521, 15670159, 15669857, 15668383, 15669771, 15670260, 15669817",13-01-2013,"Brinjals, Brinjals, Beans, Root Vegetables, Gourd & Cucumber, Snacks, Kidney Beans, Mosquito Repellent, Sugar, Bread, Organic F&V, Raw Peanuts, Other Vegetables, Maida, Organic F&V, Whole Spices",Male,Bronze,0,309,PayPal,Shipped,16,26-35
7700795,M33491,"15668381, 15668595, 15669911, 15668689, 15668462, 15669868, 15669864, 15669859, 15668449, 15668480",14-01-2013,"Other Vegetables, Exotic Vegetables, Brinjals, Root Vegetables, Gourd & Cucumber, Other Pulses, Other Pulses, Kidney Beans, Exotic Vegetables, Bread",Male,Gold,8,961,Credit Card,Delivered,10,55+
7700920,M41781,"92435720, 7570659, 93009288",14-01-2013,"Hair Conditioner, Toothpaste, Organic Pulses & Pulses",Female,Bronze,7,883,Credit Card,Pending,3,55+
7701018,M42827,"7574243, 15669780",13-01-2013,"Regular Pasta, Sugar",Female,Gold,5,125,Credit Card,Delivered,2,0-18
7701105,M04158,"15669910, 7629390, 15669864, 15669869, 15668687, 15668379, 7637309, 93088930",13-01-2013,"Brinjals, Glucose, Marie & Milk Biscuits, Other Pulses, Moong Dal, Root Vegetables, Other Vegetables, Mosquito Repellent, Baking Ingredients",Male,Silver,1,45,Credit Card,Delivered,8,36-45
7701118,M48154,"15668467, 7599091, 15668379, 15668685, 15668689",13-01-2013,"Beans, Snacks, Other Vegetables, Beans, Root Vegetables",Female,Gold,5,969,Cash,Shipped,5,26-35
7701128,M58761,"15669876, 15668468, 15670260, 15670250, 15669869, 7633009, 15669773, 15670159, 15668478, 15668379, 15670251, 15669860, 15669885",13-01-2013,"Kidney Beans, Beans, Organic F&V, Organic F&V, Moong Dal, Face Wash, Urad Dal, Organic F&V, Banana, Other Vegetables, Organic F&V, Moong Dal, Moong Dal",Female,Silver,10,722,PayPal,Delivered,13,55+
7701251,M33064,"15668463, 15669783, 15669827, 15669872, 15668466, 15668459, 15669785, 15668476, 15669818, 15669916, 15669860, 15669869",13-01-2013,"Gourd & Cucumber, Millet flour, Kidney Beans,Flat Rice, Root Vegetables, Gourd & Cucumber, Boiled Rice, Exotic Vegetables, Whole Spices, Beans, Moong Dal, Moong Dal",Female,Silver,8,760,PayPal,Pending,12,0-18
7701294,M36702,"7587494, 15670251, 15668459, 15668451, 7587488, 7735555, 15668462, 15670250, 15668379, 15669911, 15668381, 7587688, 15670260, 15668465",13-01-2013,"Organic Masalas & Spices, Organic F&V, Gourd & Cucumber, Brinjals, Organic Salt,Sugar & Jaggery, Rasagulla & Gulab Jamun, Gourd & Cucumber, Organic F&V, Other Vegetables, Brinjals, Other Vegetables, Organic Masalas & Spices, Organic F&V, Root Vegetables",Male,Bronze,9,98,Credit Card,Delivered,14,0-18
7701338,M37600,"15668521, 15668542",13-01-2013,"Bread, Buns & Pavs",Female,Gold,2,934,Credit Card,Shipped,2,55+
7701385,M32449,"7689353, 15669911, 15668381, 15668454, 15668468, 93052613, 15669861, 15668449",13-01-2013,"Ground Coffee, Brinjals, Other Vegetables, Brinjals, Beans, Diapers & Wipes, Raw Peanuts, Exotic Vegetables",Male,Silver,8,481,Credit Card,Shipped,8,0-18
7701498,M57354,"15669878, 7578347, 15669773, 7578341",13-01-2013,"Kidney Beans, Chilli & Soya Sauces, Urad Dal, Chilli & Soya Sauces",Male,Bronze,1,915,Cash,Pending,4,36-45
7701563,M59012,"15668478, 93176431",15-01-2013,"Banana, Snacks",Male,Silver,4,421,PayPal,Delivered,2,55+
7701622,M57093,"15668467, 7753739, 15668416, 15669875, 15669863, 7594523, 15668689, 15669915, 15669866",15-01-2013,"Beans, Health Drinks, Banana, Kidney Beans, Moong Dal, Cream Biscuits, Root Vegetables, Beans, Other Pulses",Female,Bronze,0,525,Cash,Delivered,9,55+
7701708,M33745,"15668476, 15668449, 15668689, 15668416, 15668459, 15668381, 15668468, 15668473, 15668494, 15668379, 15668594, 15668462, 15668470",15-01-2013,"Exotic Vegetables, Exotic Vegetables, Root Vegetables, Banana, Gourd & Cucumber, Other Vegetables, Beans, Beans, Exotic Vegetables, Other Vegetables, Exotic Vegetables, Gourd & Cucumber, Beans",Female,Bronze,4,683,Credit Card,Pending,13,26-35
7701806,M62833,"15668474, 7587649",15-01-2013,"Beans, Organic Rice & Rice Products",Female,Gold,5,382,Cash,Shipped,2,55+
7701856,M32480,"15668689, 15668685, 7587656, 15668478",15-01-2013,"Root Vegetables, Beans, Organic Rice & Rice Products, Banana",Male,Gold,3,54,Credit Card,Delivered,4,55+
7702278,M33422,15669812,14-01-2013,Jaggery,Male,Silver,6,956,Cash,Pending,1,55+
7702410,M48101,15669869,14-01-2013,Moong Dal,Male,Silver,0,735,Cash,Pending,1,55+
7702461,M40184,"7637309, 92383200, 15668459",14-01-2013,"Mosquito Repellent, Liquid Detergent, Gourd & Cucumber",Male,Bronze,10,149,PayPal,Delivered,3,55+
7702479,M45470,"7586357, 15668449, 7579698, 7572302, 7572300, 15668688",14-01-2013,"Chips, Exotic Vegetables, Cream Biscuits, Snacks, Snacks, Root Vegetables",Female,Silver,3,145,PayPal,Shipped,6,55+
7702620,M54619,"15668688, 15668478, 15668480, 15669980, 7587656, 15669878, 7587699",16-01-2013,"Root Vegetables, Banana, Bread, Other Dry Fruits, Organic Rice & Rice Products, Kidney Beans, Organic Flours",Male,Silver,3,298,Credit Card,Pending,7,46-55
7702697,M50038,"15669862, 15669887, 15668688, 15668467, 15668596, 15669824, 15668463, 15668494, 15668594",16-01-2013,"Other Pulses, Maida, Root Vegetables, Beans, Exotic Vegetables, Raw Rice, Gourd & Cucumber, Exotic Vegetables, Exotic Vegetables",Male,Bronze,5,302,PayPal,Pending,9,0-18
7702704,M50094,"15668381, 15668689, 15668454, 15668459, 15668471, 15668474",16-01-2013,"Other Vegetables, Root Vegetables, Brinjals, Gourd & Cucumber, Beans, Beans",Female,Bronze,2,163,PayPal,Shipped,6,55+
7702816,M46325,"15668465, 15668459, 15670251, 15668378, 15668520, 15668685, 15670144, 7625761, 15669771, 15670157",16-01-2013,"Root Vegetables, Gourd & Cucumber, Organic F&V, Other Vegetables, Bread, Beans, Organic F&V, Sunflower Oils, Maida, Organic F&V",Female,Bronze,4,733,Credit Card,Delivered,10,55+
7702964,M38622,"15670161, 15670252, 15670250, 15670196, 15670160, 15669303, 15670260, 15670259, 15670251, 92392793, 15670159, 15670163, 15670255, 7587658, 15670248, 15670172, 15670157",17-01-2013,"Organic F&V, Organic F&V, Organic F&V, Organic F&V, Organic F&V, Organic F&V, Organic F&V, Organic F&V, Organic F&V, Shaving Cream, Foam & Gels, Organic F&V, Organic F&V, Organic F&V, Organic Salt,Sugar & Jaggery, Organic F&V, Organic F&V, Organic F&V",Female,Gold,10,468,Credit Card,Delivered,17,36-45
7703270,M50767,"15668383, 7541573, 15668521, 15670192, 7629391, 15668379, 15668474, 15670251, 15668457, 15668416, 15670250, 15669863, 15668460, 15668468, 15669824",15-01-2013,"Other Vegetables, Glucose, Marie & Milk Biscuits, Bread, Organic F&V, Glucose, Marie & Milk Biscuits, Other Vegetables, Beans, Organic F&V, Brinjals, Banana, Organic F&V, Moong Dal, Gourd & Cucumber, Beans, Raw Rice",Male,Gold,5,556,PayPal,Pending,15,55+
7703355,M34566,"15668459, 15668478, 15668520, 15668468, 15668379",16-01-2013,"Gourd & Cucumber, Banana, Bread, Beans, Other Vegetables",Male,Gold,8,131,Credit Card,Pending,5,55+
7703408,M56489,"7628086, 92438094, 7579698, 7624435, 7580823, 7637309, 15668467",16-01-2013,"Basmati Rice, Cream Biscuits, Cream Biscuits, Other Soft Drinks, Sunflower Oils, Mosquito Repellent, Beans",Female,Gold,6,900,Cash,Shipped,7,55+
7703469,M48101,7630965,16-01-2013,Regular Pasta,Male,Bronze,5,406,PayPal,Delivered,1,55+
7703493,M48101,"15668541, 7586310, 7586357, 15668594, 15668465",16-01-2013,"Buns & Pavs, Chips, Chips, Exotic Vegetables, Root Vegetables",Female,Silver,2,400,PayPal,Delivered,5,26-35
7703794,M43831,"15669764, 15670252, 15669976, 15668460",17-01-2013,"Besan, Organic F&V, Almonds, Gourd & Cucumber",Female,Gold,7,506,Cash,Pending,4,0-18
7703802,M42827,"15669970, 7573410, 7572298, 92436395",17-01-2013,"Cashews, Mango Juices, Snacks, Ready Mix",Male,Silver,1,941,Cash,Shipped,4,55+
7703916,M46328,"7735781, 15668379, 15670157, 15670250, 15670252, 15670161, 7572303, 15669787, 7653015, 15668459, 15670163",18-01-2013,"Snacks, Other Vegetables, Organic F&V, Organic F&V, Organic F&V, Organic F&V, Snacks, Raw Rice, Basmati Rice, Gourd & Cucumber, Organic F&V",Female,Silver,5,294,Credit Card,Shipped,11,36-45
7703973,M44156,"15668452, 15668454, 15668381, 15668542, 15669911, 15668416, 15668459",18-01-2013,"Brinjals, Brinjals, Other Vegetables, Buns & Pavs, Brinjals, Banana, Gourd & Cucumber",Male,Silver,9,330,Credit Card,Pending,7,0-18
7704006,M41747,7587649,18-01-2013,Organic Rice & Rice Products,Male,Bronze,0,369,Cash,Shipped,1,0-18
7704013,M41747,"15668688, 15668381, 7587667, 15668594, 15668454, 15668494, 15669824, 7587702, 15668468, 7587664, 15668521, 15668379, 15668465, 15668448, 15670144",18-01-2013,"Root Vegetables, Other Vegetables, Organic Pulses & Pulses, Exotic Vegetables, Brinjals, Exotic Vegetables, Raw Rice, Organic Flours, Beans, Organic Pulses & Pulses, Bread, Other Vegetables, Root Vegetables, Exotic Vegetables, Organic F&V",Male,Gold,1,527,PayPal,Delivered,15,46-55
7704092,M45375,"15669871, 15668378, 15669789, 15669916, 15668465, 15669875",17-01-2013,"Other Rice Products, Other Vegetables, Boiled Rice, Beans, Root Vegetables, Kidney Beans",Female,Bronze,2,116,Credit Card,Shipped,6,55+
7704163,M46575,"15668688, 15668460, 15668519, 15668378, 15669875, 15668383, 15669866, 15668451, 15668463, 15668469, 7572432, 15669765",17-01-2013,"Root Vegetables, Gourd & Cucumber, Bread, Other Vegetables, Kidney Beans, Other Vegetables, Other Pulses, Brinjals, Gourd & Cucumber, Beans, Cooking Paste, Urad Dal",Male,Bronze,8,174,PayPal,Pending,12,55+
7704243,M35649,"15668689, 7575638, 15668478, 7586314, 15668451, 7586526, 15669805, 7593949, 15668520, 15668459, 15669807, 15669981, 7586553",17-01-2013,"Root Vegetables, Instant Noodles, Banana, Snacky Nuts, Brinjals, Snacky Nuts, Cashews, Cream Biscuits, Bread, Gourd & Cucumber, Other Dry Fruits, Raisins, Snacky Nuts",Female,Gold,5,343,Credit Card,Pending,13,55+
7704548,M32655,"7575483, 15668379, 15669862, 15669792, 15669876, 7569801, 7572305, 7628086, 15668474, 15669804, 7572307",17-01-2013,"Health Supplements, Other Vegetables, Other Pulses, Other Dry Fruits, Kidney Beans, Snacks, Snacky Nuts, Basmati Rice, Beans, Cashews, Snacks",Female,Bronze,3,792,PayPal,Shipped,11,55+
7704562,M42513,"15668379, 15668520",17-01-2013,"Other Vegetables, Bread",Female,Silver,10,878,Cash,Shipped,2,0-18
7704739,M50420,"15669780, 15668379, 15669794, 7631721, 15669761, 15668463, 15669789, 15669961, 15669783, 15669817, 15669965, 15669983, 15669869, 15668467, 15670010, 15669996, 15669821, 15668416, 15669767, 15669790, 15669883, 15669777, 7689353, 15668452, 15669824, 15669772, 15668688",19-01-2013,"Sugar, Other Vegetables, Other Dry Fruits, Hair Oil, Whole Spices, Gourd & Cucumber, Boiled Rice, Other Dry Fruits, Millet flour, Whole Spices, Raisins, Other Dry Fruits, Moong Dal, Beans, Almonds, Other Pulses, Whole Spices, Banana, Urad Dal, Other Rice Products, Rice Flour, Urad Dal, Ground Coffee, Brinjals, Raw Rice, Other Pulses, Root Vegetables",Female,Silver,0,798,Cash,Delivered,27,36-45
7704823,M56368,"93289487, 15668467, 15669817, 15668689, 15668379, 15668459, 15668462, 15668473",19-01-2013,"Phenyles & Acids, Beans, Whole Spices, Root Vegetables, Other Vegetables, Gourd & Cucumber, Gourd & Cucumber, Beans",Female,Silver,2,425,Cash,Shipped,8,26-35
7704874,M55932,"15668687, 92956737, 15670260, 15670251, 15668462, 7590868, 15668520, 15668381",19-01-2013,"Root Vegetables, Buttermilk, Organic F&V, Organic F&V, Gourd & Cucumber, Curd, Bread, Other Vegetables",Male,Bronze,2,783,Cash,Shipped,8,0-18
7704900,M33064,"15669812, 15668476, 15668455, 15668378, 15668466",19-01-2013,"Jaggery, Exotic Vegetables, Brinjals, Other Vegetables, Root Vegetables",Male,Gold,9,596,PayPal,Delivered,5,0-18
7705043,M58939,"15669856, 7573939, 15668685, 7632897, 7661003",19-01-2013,"Sugar, Wafers, Beans, CFLs,cfls,7832553,2,0

7831582,Channa Dal,channa-dal,7832491,2,0

7832360,Cheese,cheese,7832363,2,0

7831689,Chewing Gum,chewing-gum,7831685,2,0

7832047,ChildrenS Books, Wafers",Male,Silver,4,896,PayPal,Delivered,5,55+
7705062,M43189,"93020042, 15668459, 15668416, 93141092, 15669856",19-01-2013,"Yogurt & Lassi, Gourd & Cucumber, Banana, Yogurt & Lassi, Sugar",Female,Silver,4,67,PayPal,Pending,5,55+
7705188,M63404,"15668460, 15669910, 15668449",18-01-2013,"Gourd & Cucumber, Brinjals, Exotic Vegetables",Male,Silver,0,807,Cash,Pending,3,0-18
7705240,M04158,"15668469, 15668379, 15669764, 15670241, 15668449, 93088930, 15669811, 15668383, 15669887, 15669856, 15668688, 15668458, 15669817, 15668459, 15670251",18-01-2013,"Beans, Other Vegetables, Besan, Organic F&V, Exotic Vegetables, Baking Ingredients, Almonds, Other Vegetables, Maida, Sugar, Root Vegetables, Brinjals, Whole Spices, Gourd & Cucumber, Organic F&V",Male,Bronze,9,935,PayPal,Delivered,15,55+
7705372,M56255,"7621702, 15669778, 15669859, 15669862, 15669764",18-01-2013,"Glucose, Marie & Milk Biscuits, Other Pulses, Kidney Beans, Other Pulses, Besan",Female,Bronze,2,667,PayPal,Shipped,5,55+
7705500,M36366,"15670267, 7590864, 15668448, 15668478, 15669824, 15668469, 15668462, 93141022, 15668456, 93141023, 15668378, 15669976",18-01-2013,"Kidney Beans, Yogurt & Lassi, Exotic Vegetables, Banana, Raw Rice, Beans, Gourd & Cucumber, Yogurt & Lassi, Brinjals, Yogurt & Lassi, Other Vegetables, Almonds",Female,Silver,6,321,PayPal,Delivered,12,55+
7705522,M35538,"15668452, 7587670, 15670251, 15669303, 15670144, 15668478, 15670157",18-01-2013,"Brinjals, Organic Masalas & Spices, Organic F&V, Organic F&V, Organic F&V, Banana, Organic F&V",Male,Gold,7,544,Credit Card,Shipped,7,55+
7705559,M36876,"15668462, 15668381, 15668451, 15668684, 15668471, 15668689, 15668378, 15668465, 15668467",18-01-2013,"Gourd & Cucumber, Other Vegetables, Brinjals, Beans, Beans, Root Vegetables, Other Vegetables, Root Vegetables, Beans",Male,Gold,8,296,PayPal,Pending,9,19-25
7705589,M31966,"7689353, 7580823, 7625563, 15668478, 15668467, 15668451, 15670241, 15669991, 15668689, 15668381, 15668379",18-01-2013,"Ground Coffee, Sunflower Oils, Ground Coffee, Banana, Beans, Brinjals, Organic F&V, Whole Grains, Root Vegetables, Other Vegetables, Other Vegetables",Male,Gold,6,353,Cash,Delivered,11,46-55
7705709,M62833,"15668685, 15669884, 15668519, 15668379, 15669880, 7572313, 7587649, 15668454",19-01-2013,"Beans, Whole Spices, Bread, Other Vegetables, Millet flour, Snacks, Organic Rice & Rice Products, Brinjals",Male,Gold,5,139,Credit Card,Delivered,8,55+
7705787,M54796,"15670159, 15670250, 15668480, 15670160, 15668459, 15668462, 15668478, 15668381, 15670144, 15670169, 15668468, 15668448",20-01-2013,"Organic F&V, Organic F&V, Bread, Organic F&V, Gourd & Cucumber, Gourd & Cucumber, Banana, Other Vegetables, Organic F&V, Organic F&V, Beans, Exotic Vegetables",Female,Silver,6,379,Cash,Delivered,12,55+
7706069,M33767,"15670144, 15668416, 15670250, 15668520, 15670159, 92303194, 15670160",20-01-2013,"Organic F&V, Banana, Organic F&V, Bread, Organic F&V, Brooms & Dust Pans, Organic F&V",Female,Bronze,8,851,Cash,Delivered,7,55+
7706266,M45470,"7594818, 15668381, 7596673, 15669856",19-01-2013,"Instant Noodles, Other Vegetables, Cream Biscuits, Sugar",Female,Silver,7,434,Cash,Pending,4,55+
7706342,M32039,"15668459, 15669883, 15668378, 15668467",19-01-2013,"Gourd & Cucumber, Rice Flour, Other Vegetables, Beans",Male,Silver,2,183,Credit Card,Pending,4,55+
7706361,M32449,"15669863, 92435827, 7621686, 15668471, 15668379, 93052613, 15669883, 15669789",19-01-2013,"Moong Dal, Cooking Sauce, Butter & Cream, Beans, Other Vegetables, Diapers & Wipes, Rice Flour, Boiled Rice",Female,Silver,0,508,Credit Card,Delivered,8,19-25
7706429,M58761,"15668381, 15669911, 7621702, 15668379",19-01-2013,"Other Vegetables, Brinjals, Glucose, Marie & Milk Biscuits, Other Vegetables",Female,Silver,5,456,Cash,Delivered,4,55+
7706477,M16611,"7573376, 7572304, 7572730, 15670168",19-01-2013,"Mango Juices, Snacks, Other Juices, Organic F&V",Male,Bronze,9,711,PayPal,Delivered,4,0-18
7706554,M48938,"15669884, 15669880, 15668463, 7579697, 7593949, 15668416, 15669887",19-01-2013,"Whole Spices, Millet flour, Gourd & Cucumber, Cream Biscuits, Cream Biscuits, Banana, Maida",Male,Silver,5,745,Cash,Delivered,7,0-18
7706631,M16218,"7571454, 7596673, 15668379, 15669838, 7621702",21-01-2013,"Cream Biscuits, Cream Biscuits, Other Vegetables, Raw Rice, Glucose, Marie & Milk Biscuits",Male,Bronze,9,123,PayPal,Shipped,5,55+
7706875,M04158,"15669816, 7753733, 15669763, 15669864",21-01-2013,"Other Pulses, Health Drinks, Other Pulses, Other Pulses",Male,Silver,1,924,PayPal,Shipped,4,55+
7707209,M33491,"15668688, 15668449, 15669817, 7575323",20-01-2013,"Root Vegetables, Exotic Vegetables, Whole Spices, Sanitary Pads",Female,Silver,2,364,Credit Card,Shipped,4,0-18
7707275,M41781,"15668542, 15668381, 7572314, 92435719, 15669911, 7569801, 92388173",20-01-2013,"Buns & Pavs, Other Vegetables, Snacks, Hair Conditioner, Brinjals, Snacks, Snacks",Female,Gold,5,783,PayPal,Pending,7,55+
7707335,M52629,"15668468, 15670252, 7593949, 7569807, 7569799, 7587491, 15670144, 7572307, 15670159, 15668459, 15668416, 7569798, 7569806, 15668474, 15668378, 7601953, 15670192, 15670250, 92374719, 7572298, 7570758",20-01-2013,"Beans, Organic F&V, Cream Biscuits, Snacks, Snacks, Organic Flours, Organic F&V, Snacks, Organic F&V, Gourd & Cucumber, Banana, Snacks, Snacks, Beans, Other Vegetables, Corn Snacks, Organic F&V, Organic F&V, Mukhwas & Mouth Freshener, Snacks, Toilet Cleaners",Male,Silver,5,569,PayPal,Pending,21,36-45
7707391,M12127,"15670250, 92303194, 15670260, 15670251, 15668379, 15670254, 7587658",20-01-2013,"Organic F&V, Brooms & Dust Pans, Organic F&V, Organic F&V, Other Vegetables, Organic F&V, Organic Salt,Sugar & Jaggery",Male,Gold,8,694,Cash,Delivered,7,55+
7707421,M48154,"15668478, 15668689, 15668685, 15670250",21-01-2013,"Banana, Root Vegetables, Beans, Organic F&V",Female,Gold,3,716,PayPal,Delivered,4,46-55
7707436,M51278,"15668416, 15668468, 15668459, 15668379, 15668381",21-01-2013,"Banana, Beans, Gourd & Cucumber, Other Vegetables, Other Vegetables",Female,Silver,10,346,PayPal,Pending,5,55+
7707525,M32480,15669861,21-01-2013,Raw Peanuts,Female,Silver,8,386,Cash,Pending,1,55+
7707628,M99030,"15668453, 15668475, 15668460",21-01-2013,"Brinjals, Beans, Gourd & Cucumber",Female,Silver,5,824,Credit Card,Delivered,3,26-35
7707688,M50094,"15668454, 15668474, 15668462, 15668468, 15668478, 15668379",22-01-2013,"Brinjals, Beans, Gourd & Cucumber, Beans, Banana, Other Vegetables",Female,Silver,4,292,PayPal,Shipped,6,0-18
7707775,M36702,"15670182, 15670251, 15670241, 15670260, 15668471, 15668467, 15670259, 15670250, 15668457, 15668474, 15668381",22-01-2013,"Organic F&V, Organic F&V, Organic F&V, Organic F&V, Beans, Beans, Organic F&V, Organic F&V, Brinjals, Beans, Other Vegetables",Female,Silver,0,886,Credit Card,Delivered,11,55+
7708173,M38622,"15670159, 15670157, 15670161",21-01-2013,"Organic F&V, Organic F&V, Organic F&V",Male,Silver,6,54,Credit Card,Shipped,3,55+
7708251,M33491,"15668478, 15668457, 15668595",21-01-2013,"Banana, Brinjals, Exotic Vegetables",Female,Silver,5,160,PayPal,Shipped,3,0-18
7708586,M04158,15668378,22-01-2013,Other Vegetables,Female,Silver,5,545,PayPal,Delivered,1,26-35
